MICFAM_Id	NbOrganismsFAM	Organism	GO_id	Label	Type	Evidence	Gene	Product	ECnumber	Mutation	ProductType	Localization	Roles	BioProcess	PubmedID	AmigeneStatus	Class	CreationDate	Frame	Begin	End	Length
singl	1	Streptococcus thermophilus CIRM1125	69598986	STHERMO_v1_0627	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+2	555890	556012	123
singl	1	Streptococcus thermophilus CIRM1125	69599055	STHERMO_v1_0696	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+2	618443	618583	141
singl	1	Streptococcus thermophilus CIRM1125	69599097	STHERMO_v1_0738	CDS	automatic/finished		Type I restriction-modification system, specificity subunit S	3.1.21.3	no						no		2019-07-31 00:00:00	+2	655118	656248	1131
singl	1	Streptococcus thermophilus CIRM1125	69599098	STHERMO_v1_0739	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+2	656336	656845	510
singl	1	Streptococcus thermophilus CIRM1125	69599239	STHERMO_v1_0880	CDS	automatic/finished		Glycerol-3-phosphate cytidylyltransferase	2.7.7.39	no						no		2019-07-31 00:00:00	+2	774059	774322	264
singl	1	Streptococcus thermophilus CIRM1125	69599240	STHERMO_v1_0881	CDS	automatic/finished		Lipopolysaccharide cholinephosphotransferase		no						no		2019-07-31 00:00:00	+1	774334	775152	819
singl	1	Streptococcus thermophilus CIRM1125	69599241	STHERMO_v1_0882	CDS	automatic/finished		O-antigen polymerase		no						no		2019-07-31 00:00:00	+2	775208	776470	1263
singl	1	Streptococcus thermophilus CIRM1125	69599260	STHERMO_v1_0901	fCDS	automatic/finished	adhP	fragment of alcohol dehydrogenase, 1-propanol preferring (part 2)	1.1.1.1	pseudo	c : carrier	1 : Unknown	1.1.5.2 : Ethanol degradation ; 1.3.5 : Fermentation ; 1.3.7 : Anaerobic respiration ;	6.3 : Anaerobic ; 6.7 : Fermentation ;		no	2a : Function from experimental evidences in other organisms	2019-07-31 00:00:00	+1	788791	788943	153
singl	1	Streptococcus thermophilus CIRM1125	69599261	STHERMO_v1_0902	fCDS	automatic/finished	adhP	fragment of alcohol dehydrogenase, 1-propanol preferring (part 3)	1.1.1.1	pseudo	c : carrier	1 : Unknown	1.1.5.2 : Ethanol degradation ; 1.3.5 : Fermentation ; 1.3.7 : Anaerobic respiration ;	6.3 : Anaerobic ; 6.7 : Fermentation ;		no	2a : Function from experimental evidences in other organisms	2019-07-31 00:00:00	+2	789029	789400	372
singl	1	Streptococcus thermophilus CIRM1125	69599281	STHERMO_v1_0922	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-1	808463	808573	111
singl	1	Streptococcus thermophilus CIRM1125	69599387	STHERMO_v1_1028	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+3	885918	886637	720
singl	1	Streptococcus thermophilus CIRM1125	69599482	STHERMO_v1_1123	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-3	957084	957248	165
singl	1	Streptococcus thermophilus CIRM1125	69599483	STHERMO_v1_1124	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-1	957623	957841	219
singl	1	Streptococcus thermophilus CIRM1125	69599484	STHERMO_v1_1125	CDS	automatic/finished		conserved membrane protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-31 00:00:00	-3	957855	958952	1098
singl	1	Streptococcus thermophilus CIRM1125	69599489	STHERMO_v1_1130	CDS	automatic/finished		dTDP-4-dehydrorhamnose reductase	1.1.1.133	no						no		2019-07-31 00:00:00	-1	961838	962284	447
singl	1	Streptococcus thermophilus CIRM1125	69599490	STHERMO_v1_1131	CDS	automatic/finished		dTDP-glucose 4,6-dehydratase	4.2.1.46	no						no		2019-07-31 00:00:00	-1	962381	962500	120
singl	1	Streptococcus thermophilus CIRM1125	69599556	STHERMO_v1_1197	fCDS	automatic/finished	galE	fragment of UDP-glucose 4-epimerase (part 1)	5.1.3.2, 5.1.3.7	pseudo	e : enzyme			16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	1906927, 9555917, 14597172	no	2a : Function from experimental evidences in other organisms	2019-07-31 00:00:00	-1	1014578	1014835	258
singl	1	Streptococcus thermophilus CIRM1125	69599756	STHERMO_v1_1397	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+3	1193682	1193798	117
singl	1	Streptococcus thermophilus CIRM1125	69599841	STHERMO_v1_1482	CDS	automatic/finished		membrane protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-3	1272423	1273022	600
singl	1	Streptococcus thermophilus CIRM1125	69599842	STHERMO_v1_1483	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-2	1273126	1273440	315
singl	1	Streptococcus thermophilus CIRM1125	69600346	STHERMO_v1_1987	CDS	automatic/finished		membrane protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-2	1693480	1694139	660
singl	1	Streptococcus thermophilus CIRM1125	69600355	STHERMO_v1_1996	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+1	1704847	1705242	396
singl	1	Streptococcus thermophilus CIRM1358	69168190	STHERMO_v1_1083	CDS	automatic/finished		Galactosyl transferase		no						no		2019-07-08 00:00:00	-1	954122	954886	765
singl	1	Streptococcus thermophilus CIRM1358	69168191	STHERMO_v1_1084	CDS	automatic/finished		putative Chloramphenicol O-acetyltransferase	2.3.1.28	no	e : enzyme					no	3 : Putative function from multiple computational evidences	2019-07-08 00:00:00	-1	954953	955615	663
singl	1	Streptococcus thermophilus CIRM1358	69168192	STHERMO_v1_1085	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-08 00:00:00	-2	955705	956664	960
singl	1	Streptococcus thermophilus CIRM1358	69168193	STHERMO_v1_1086	CDS	automatic/finished	rfbF	Glycosyltransferase RfbF		no						no		2019-07-08 00:00:00	-1	957863	958759	897
singl	1	Streptococcus thermophilus CIRM1358	69168194	STHERMO_v1_1087	CDS	automatic/finished		putative Glycosyl transferase group 1		no						no	3 : Putative function from multiple computational evidences	2019-07-08 00:00:00	-2	958756	959835	1080
singl	1	Streptococcus thermophilus CIRM1358	69168629	STHERMO_v1_1522	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-2	1340827	1341078	252
singl	1	Streptococcus thermophilus CIRM1358	69169147	STHERMO_v1_2040	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	1762896	1763066	171
singl	1	Streptococcus thermophilus CIRM16	68584954	STHERMO_v1_0116	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-06-06 00:00:00	+1	111574	112428	855
singl	1	Streptococcus thermophilus CIRM16	68584955	STHERMO_v1_0117	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+2	112547	112918	372
singl	1	Streptococcus thermophilus CIRM16	68584956	STHERMO_v1_0118	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+1	112897	113538	642
singl	1	Streptococcus thermophilus CIRM16	68584957	STHERMO_v1_0119	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+3	113544	113855	312
singl	1	Streptococcus thermophilus CIRM16	68584958	STHERMO_v1_0120	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+1	113869	114018	150
singl	1	Streptococcus thermophilus CIRM16	68584960	STHERMO_v1_0122	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-06-06 00:00:00	-1	115322	115726	405
singl	1	Streptococcus thermophilus CIRM16	68584962	STHERMO_v1_0124	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	-1	116096	116326	231
singl	1	Streptococcus thermophilus CIRM16	68584963	STHERMO_v1_0125	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+2	116789	116992	204
singl	1	Streptococcus thermophilus CIRM16	68584965	STHERMO_v1_0127	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+3	118074	118319	246
singl	1	Streptococcus thermophilus CIRM16	68585203	STHERMO_v1_0365	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	-3	331110	331286	177
singl	1	Streptococcus thermophilus CIRM16	68585552	STHERMO_v1_0714	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+2	640448	640603	156
singl	1	Streptococcus thermophilus CIRM16	68585591	STHERMO_v1_0753	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+3	670875	671081	207
singl	1	Streptococcus thermophilus CIRM16	68585798	STHERMO_v1_0960	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	+3	845280	845402	123
singl	1	Streptococcus thermophilus CIRM16	68585903	STHERMO_v1_1065	fCDS	automatic/finished	glgP	fragment of glycogen phosphorylase (part 2)	2.4.1.1	pseudo	e : enzyme			16.11 : Scavenge (Catabolism) ; 16.14 : Store ;	8145641, 9244254, 15272305	no	2a : Function from experimental evidences in other organisms	2019-06-06 00:00:00	-3	925986	926747	762
singl	1	Streptococcus thermophilus CIRM16	68586160	STHERMO_v1_1322	fCDS	automatic/finished	citB	fragment of aconitate hydratase (bifunctional aconitase) (part 1)	4.2.1.3	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.11 : Scavenge (Catabolism) ;	9642180, 10468622, 10656796, 14636591, 16395550, 16923907, 22720735, 23354745	no	2a : Function from experimental evidences in other organisms	2019-06-06 00:00:00	-2	1138585	1140096	1512
singl	1	Streptococcus thermophilus CIRM18	68588323	STHERMO_v1_1381	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-06 00:00:00	-1	1211084	1211227	144
singl	1	Streptococcus thermophilus CIRM1860	68802491	STH1860_v1_0044	CDS	automatic/finished		exported protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	46611	47090	480
singl	1	Streptococcus thermophilus CIRM1860	68802503	STH1860_v1_0056	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	+2	56609	56818	210
singl	1	Streptococcus thermophilus CIRM1860	68802923	STH1860_v1_0476	fCDS	automatic/finished	nadR	fragment of bifunctional DNA-binding transcriptional repressor and NMN adenylyltransferase (part 1)		pseudo	r : regulator	1 : Unknown	2.2.2 : Transcription related ; 3.1.2.3 : Repressor ; 3.1.4 : Regulation level unknown ; 3.3.1 : Operon (regulation of one operon) ;	9 : Transcription ; 12.1 : DNA interactions ;	10464228, 1327967	no	2a : Function from experimental evidences in other organisms	2019-06-11 00:00:00	-1	425210	425407	198
singl	1	Streptococcus thermophilus CIRM1860	68803042	STH1860_v1_0595	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-1	530273	530476	204
singl	1	Streptococcus thermophilus CIRM1860	68803171	STH1860_v1_0724	CDS	automatic/finished		membrane protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	643467	643832	366
singl	1	Streptococcus thermophilus CIRM1860	68803245	STH1860_v1_0798	CDS	automatic/finished		Peroxide stress regulator PerR, FUR family		no						no		2019-06-11 00:00:00	+2	713153	713365	213
singl	1	Streptococcus thermophilus CIRM1860	68803263	STH1860_v1_0816	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	730299	730421	123
singl	1	Streptococcus thermophilus CIRM1860	68803335	STH1860_v1_0888	fCDS	automatic/finished	queE	fragment of 7-carboxy-7-deazaguanine synthase (part 1)	4.3.99.3	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12123838, 14660578, 16199558, 19354300, 23194065	no	2a : Function from experimental evidences in other organisms	2019-06-11 00:00:00	+2	793211	793582	372
singl	1	Streptococcus thermophilus CIRM1860	68803336	STH1860_v1_0889	fCDS	automatic/finished	queE	fragment of 7-carboxy-7-deazaguanine synthase (part 2)	4.3.99.3	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	12123838, 14660578, 16199558, 19354300, 23194065	no	2a : Function from experimental evidences in other organisms	2019-06-11 00:00:00	+2	793628	793927	300
singl	1	Streptococcus thermophilus CIRM1860	68803511	STH1860_v1_1064	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	+2	932231	932332	102
singl	1	Streptococcus thermophilus CIRM1860	68803563	STH1860_v1_1116	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-1	974003	974173	171
singl	1	Streptococcus thermophilus CIRM1860	68803585	STH1860_v1_1138	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-2	988612	988725	114
singl	1	Streptococcus thermophilus CIRM1860	68803618	STH1860_v1_1171	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-2	1014442	1014774	333
singl	1	Streptococcus thermophilus CIRM1860	68803619	STH1860_v1_1172	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	1014732	1015028	297
singl	1	Streptococcus thermophilus CIRM1860	68804152	STH1860_v1_1705	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	1491516	1491668	153
singl	1	Streptococcus thermophilus CIRM1860	68804564	STH1860_v1_2117	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-1	1829816	1829935	120
singl	1	Streptococcus thermophilus CIRM1860	68804701	STH1860_v1_p0004	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-1	3290	3652	363
singl	1	Streptococcus thermophilus CIRM1860	68804708	STH1860_v1_p0011	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-06-11 00:00:00	-3	10017	11279	1263
singl	1	Streptococcus thermophilus CIRM19	69175734	STHERMO_v1_0015	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-2	15980	16117	138
singl	1	Streptococcus thermophilus CIRM19	69175876	STHERMO_v1_0157	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	152815	152997	183
singl	1	Streptococcus thermophilus CIRM19	69176229	STHERMO_v1_0510	fCDS	automatic/finished	mtnE	fragment of methionine-glutamine aminotransferase (part 1)	2.6.1.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.11 : Scavenge (Catabolism) ;	12670965, 15102328, 23429746, 24387040	no	2a : Function from experimental evidences in other organisms	2019-07-08 00:00:00	+1	448426	448821	396
singl	1	Streptococcus thermophilus CIRM19	69176230	STHERMO_v1_0511	fCDS	automatic/finished	mtnE	fragment of methionine-glutamine aminotransferase (part 2)	2.6.1.1	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ; 16.11 : Scavenge (Catabolism) ;	12670965, 15102328, 23429746, 24387040	no	2a : Function from experimental evidences in other organisms	2019-07-08 00:00:00	+2	448796	449575	780
singl	1	Streptococcus thermophilus CIRM19	69176440	STHERMO_v1_0721	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-2	636140	636256	117
singl	1	Streptococcus thermophilus CIRM19	69176441	STHERMO_v1_0722	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-1	636468	636740	273
singl	1	Streptococcus thermophilus CIRM19	69176485	STHERMO_v1_0766	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	673530	674681	1152
singl	1	Streptococcus thermophilus CIRM19	69176486	STHERMO_v1_0767	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	674719	675144	426
singl	1	Streptococcus thermophilus CIRM19	69176487	STHERMO_v1_0768	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+2	675101	675619	519
singl	1	Streptococcus thermophilus CIRM19	69176629	STHERMO_v1_0910	CDS	automatic/finished		putative Type I site-specific deoxyribonuclease	3.1.21.3	no	e : enzyme					no	3 : Putative function from multiple computational evidences	2019-07-08 00:00:00	-2	800426	801085	660
singl	1	Streptococcus thermophilus CIRM19	69176632	STHERMO_v1_0913	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-08 00:00:00	+3	802593	802775	183
singl	1	Streptococcus thermophilus CIRM19	69176869	STHERMO_v1_1150	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	984366	984548	183
singl	1	Streptococcus thermophilus CIRM19	69177290	STHERMO_v1_1571	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	1353826	1354071	246
singl	1	Streptococcus thermophilus CIRM19	69177810	STHERMO_v1_2091	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-08 00:00:00	+2	1780376	1780624	249
singl	1	Streptococcus thermophilus CIRM2101	68801015	STHERMO_v1_0738	CDS	automatic/finished		Type I restriction-modification system, specificity subunit S	3.1.21.3	no						no		2019-06-11 00:00:00	+2	668270	669478	1209
singl	1	Streptococcus thermophilus CIRM2101	68801107	STHERMO_v1_0830	CDS	automatic/finished		SSU ribosomal protein S20p		no						no		2019-06-11 00:00:00	-3	752117	752272	156
singl	1	Streptococcus thermophilus CIRM2103	69622545	STH2103_v1_10461	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+3	385698	385835	138
singl	1	Streptococcus thermophilus CIRM2103	69622570	STH2103_v1_10486	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	+2	408200	408388	189
singl	1	Streptococcus thermophilus CIRM2103	69622658	STH2103_v1_10574	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-2	491932	492129	198
singl	1	Streptococcus thermophilus CIRM2103	69622659	STH2103_v1_10575	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-1	492200	492328	129
singl	1	Streptococcus thermophilus CIRM2103	69623008	STH2103_v1_10924	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-2	805390	805590	201
singl	1	Streptococcus thermophilus CIRM2103	69623010	STH2103_v1_10926	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-3	806172	806408	237
singl	1	Streptococcus thermophilus CIRM2103	69623223	STH2103_v1_11139	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-1	970520	970720	201
singl	1	Streptococcus thermophilus CIRM2103	69623554	STH2103_v1_11470	fCDS	automatic/finished	licT	fragment of transcriptional antiterminator (BglG family) (part 3)		pseudo	r : regulator			16.3 : Control ;	11447120, 11580842, 11733988, 12169607, 15699035, 21278164, 23475962, 28235843	no	2a : Function from experimental evidences in other organisms	2019-07-31 00:00:00	-3	1245096	1245275	180
singl	1	Streptococcus thermophilus CIRM2103	69623990	STH2103_v1_20353	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-31 00:00:00	-1	1626098	1626916	819
singl	1	Streptococcus thermophilus CIRM2103	69623991	STH2103_v1_20354	CDS	automatic/finished		exported protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-31 00:00:00	-2	1627270	1630482	3213
singl	1	Streptococcus thermophilus CIRM2103	69623992	STH2103_v1_20355	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-31 00:00:00	-1	1630784	1631617	834
singl	1	Streptococcus thermophilus CIRM2103	69624072	STH2103_v1_30001	CDS	automatic/finished		Rod shape-determining protein MreC		no						no		2019-07-31 00:00:00	-2	1697743	1698168	426
singl	1	Streptococcus thermophilus CIRM2103	69624189	STH2103_v1_30118	CDS	automatic/finished		Rod shape-determining protein MreC		no						no		2019-07-31 00:00:00	-2	1812229	1812618	390
singl	1	Streptococcus thermophilus CIRM23	69173214	STHERMO_v1_1763	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-3	1535213	1535686	474
singl	1	Streptococcus thermophilus CIRM23	69173318	STHERMO_v1_1867	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	1626658	1626993	336
singl	1	Streptococcus thermophilus CIRM24	69169744	STH24_v1_0396	CDS	automatic/finished		exported protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+2	350468	351145	678
singl	1	Streptococcus thermophilus CIRM24	69169745	STH24_v1_0397	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	351142	351645	504
singl	1	Streptococcus thermophilus CIRM24	69169785	STH24_v1_0437	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-3	388195	388347	153
singl	1	Streptococcus thermophilus CIRM24	69169786	STH24_v1_0438	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+2	388163	388495	333
singl	1	Streptococcus thermophilus CIRM24	69170076	STH24_v1_0728	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-3	646132	646404	273
singl	1	Streptococcus thermophilus CIRM24	69170286	STH24_v1_0938	CDS	automatic/finished		Predicted membrane protein		no						no		2019-07-08 00:00:00	+3	822411	823133	723
singl	1	Streptococcus thermophilus CIRM24	69170889	STH24_v1_1541	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	1339399	1339575	177
singl	1	Streptococcus thermophilus CIRM24	69169312	STH24_v1_pa0030	CDS	automatic/finished		conserved protein of unknown function		no	u : unknown	1 : Unknown				no	4 : Unknown function but conserved in other organisms	2019-07-08 00:00:00	+1	16480	16809	330
singl	1	Streptococcus thermophilus CIRM29	69178084	STHERMO_v1_0154	fCDS	automatic/finished	pyrG	fragment of CTP synthetase (part 2)	6.3.4.2	pseudo	e : enzyme			16.2 : Construct biomass (Anabolism) ;	11544212, 15252202, 17158658, 17302819, 30251661	no	2a : Function from experimental evidences in other organisms	2019-07-08 00:00:00	+1	152263	152916	654
singl	1	Streptococcus thermophilus CIRM29	69178688	STHERMO_v1_0758	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	678040	678270	231
singl	1	Streptococcus thermophilus CIRM30	69173694	STHERMO_v1_0096	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+1	97108	97182	75
singl	1	Streptococcus thermophilus CIRM30	69173707	STHERMO_v1_0109	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	104862	104975	114
singl	1	Streptococcus thermophilus CIRM30	69173736	STHERMO_v1_0138	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-3	142052	142273	222
singl	1	Streptococcus thermophilus CIRM30	69173752	STHERMO_v1_0154	CDS	automatic/finished		2',3'-cyclic-nucleotide 2'-phosphodiesterase	3.1.4.16	no						no		2019-07-08 00:00:00	+1	154288	154743	456
singl	1	Streptococcus thermophilus CIRM30	69173907	STHERMO_v1_0309	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	281334	281546	213
singl	1	Streptococcus thermophilus CIRM30	69173931	STHERMO_v1_0333	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-2	303426	304157	732
singl	1	Streptococcus thermophilus CIRM30	69173932	STHERMO_v1_0334	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-2	304749	305015	267
singl	1	Streptococcus thermophilus CIRM30	69174285	STHERMO_v1_0687	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+2	622277	622588	312
singl	1	Streptococcus thermophilus CIRM30	69174322	STHERMO_v1_0724	CDS	automatic/finished		Type I restriction-modification system, specificity subunit S	3.1.21.3	no						no		2019-07-08 00:00:00	+1	658933	660087	1155
singl	1	Streptococcus thermophilus CIRM30	69174323	STHERMO_v1_0725	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+3	660252	660500	249
singl	1	Streptococcus thermophilus CIRM30	69174606	STHERMO_v1_1008	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	+2	897530	897673	144
singl	1	Streptococcus thermophilus CIRM30	69174625	STHERMO_v1_1027	CDS	automatic/finished		protein of unknown function		no	u : unknown	1 : Unknown				no	5 : Unknown function	2019-07-08 00:00:00	-3	916445	916717	273
